candidate_id,seed_idx,seed_dir,seed_file,strategy,alpha,global_index,group,source_file,true_label,reconstruction_error,classifier_attack_probability,prototype_attack_probability,distance_to_normal_prototype,distance_to_attack_prototype,latent_norm,pred_classifier,pred_prototype,pred_recon_90,pred_recon_95,pred_recon_99,pred_latent_dist_90,pred_latent_dist_95,pred_latent_dist_99,pred_or95,pred_or90,pred_or95_with_latent,d3_attack_score
1471,49,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,blend_mean,0.97,11484,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0468047671020031,0.9999871253967284,0.9989504814147948,3.064061164855957,1.6923848390579224,5.028653144836426,1,1,0,0,0,1,1,1,1,1,1,0.8982484547145556
1091,36,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,blend_mean,0.97,11104,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0490511283278465,0.999987006187439,0.9989445805549622,3.0626044273376465,1.6920628547668457,5.026291370391846,1,1,0,0,0,1,1,1,1,1,1,0.8982539539603354
2481,82,data/attack/FeatureGuideHumanMimic,window4.csv,blend_mean,0.97,12494,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0484803728759288,0.9999871253967284,0.9989538192749025,3.0630385875701904,1.6907271146774292,5.0267839431762695,1,1,0,0,0,1,1,1,1,1,1,0.8982577496878978
7271,242,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.9,17284,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0503021962940692,0.999987244606018,0.9989628791809082,3.062142133712769,1.6880781650543213,5.026257991790772,1,1,0,0,0,1,1,1,1,1,1,0.8982770095317498
14063,468,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,masked_blend_mean,0.65,24076,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0539161227643489,0.9999871253967284,0.9989438652992249,3.0597071647644043,1.689282774925232,5.028650760650635,1,1,0,0,0,1,1,1,1,1,1,0.8982791352342955
1081,36,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,blend_mean,0.8,11094,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0475545600056648,0.999987244606018,0.9989626407623292,3.0643954277038574,1.6903891563415527,5.027715682983398,1,1,0,0,0,1,1,1,1,1,1,0.8982824227067364
1571,52,data/attack/AdaptiveMimic_v5_constrained_test,window4.csv,blend_mean,0.9,11584,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0494482330977916,0.9999871253967284,0.998955249786377,3.0631096363067627,1.6905289888381958,5.0279974937438965,1,1,0,0,0,1,1,1,1,1,1,0.8982842244947246
10431,347,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.9,20444,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0496843680739402,0.9999871253967284,0.9989546537399292,3.0633232593536377,1.6908499002456665,5.027266502380371,1,1,0,0,0,1,1,1,1,1,1,0.8982966255655452
8971,299,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,blend_mean,0.9,18984,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.047716200351715,0.999987006187439,0.9989672899246216,3.0647237300872803,1.6898263692855835,5.025899410247803,1,1,0,0,0,1,1,1,1,1,1,0.8982987011855896
1561,52,data/attack/AdaptiveMimic_v5_constrained_test,window4.csv,blend_mean,0.9,11574,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0495729073882103,0.9999871253967284,0.998957633972168,3.0637047290802,1.6906607151031494,5.027334213256836,1,1,0,0,0,1,1,1,1,1,1,0.8983073801969564
6191,206,data/attack/FeatureGuideHumanMimic,window4.csv,blend_mean,0.97,16204,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0479483194649219,0.999987244606018,0.9989733695983888,3.064865827560425,1.6887879371643066,5.026881694793701,1,1,0,0,0,1,1,1,1,1,1,0.8983114670349897
1461,48,data/attack/FeatureGuideHumanMimic,window4.csv,blend_mean,0.97,11474,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0480362884700298,0.999987244606018,0.998970627784729,3.065150022506714,1.689608454704285,5.028234004974365,1,1,0,0,0,1,1,1,1,1,1,0.8983216668482581
1491,49,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,blend_mean,0.5,11504,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0475115664303302,0.999987006187439,0.998953938484192,3.065787076950073,1.6934497356414795,5.025572776794434,1,1,0,0,0,1,1,1,1,1,1,0.8983226040366702
10471,349,data/attack/FeatureGuideHumanMimic,window4.csv,blend_mean,0.97,20484,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0485670380294323,0.9999871253967284,0.9989758729934692,3.064899444580078,1.688330888748169,5.027327060699463,1,1,0,0,0,1,1,1,1,1,1,0.8983285993369055
651,21,data/attack/FeatureGuideHumanMimic,window4.csv,blend_mean,0.97,10664,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0527683794498443,0.9999871253967284,0.998955488204956,3.0621678829193115,1.689530611038208,5.026431560516357,1,1,0,0,0,1,1,1,1,1,1,0.8983350075144788
1581,52,data/attack/AdaptiveMimic_v5_constrained_test,window4.csv,blend_mean,0.9,11594,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0495447441935539,0.999987244606018,0.998965620994568,3.0645480155944824,1.6899722814559937,5.028650283813477,1,1,0,0,0,1,1,1,1,1,1,0.8983370866361534
14061,468,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.35,24074,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.05195202678442,0.9999871253967284,0.9989628791809082,3.06300687789917,1.688942790031433,5.024535655975342,1,1,0,0,0,1,1,1,1,1,1,0.8983450584471349
10428,347,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,median_pull,0.35,20441,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0459637604653835,0.999987006187439,0.9989725351333618,3.0675106048583984,1.6915864944458008,5.024909019470215,1,1,0,0,0,1,1,1,1,1,1,0.8983477694367515
10411,347,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.65,20424,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0489064715802669,0.9999871253967284,0.9989712238311768,3.0653929710388184,1.6897262334823608,5.024798393249512,1,1,0,0,0,1,1,1,1,1,1,0.8983509115565225
7411,247,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,blend_mean,0.5,17424,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.053936630487442,0.9999868869781494,0.9989370703697203,3.062302589416504,1.693167805671692,5.02534818649292,1,1,0,0,0,1,1,1,1,1,1,0.898360386575159
14053,468,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,masked_blend_mean,0.65,24066,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.053816944360733,0.999987244606018,0.9989609718322754,3.0621700286865234,1.6884922981262207,5.028050422668457,1,1,0,0,0,1,1,1,1,1,1,0.8983629019316183
12461,415,data/attack/FeatureGuideHumanMimic,window4.csv,blend_mean,0.97,22474,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0488451533019542,0.9999871253967284,0.9989691972732544,3.0658860206604004,1.6906089782714844,5.02565860748291,1,1,0,0,0,1,1,1,1,1,1,0.8983644794218479
8981,299,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,blend_mean,0.97,18994,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0484712310135364,0.9999871253967284,0.9989770650863647,3.0660946369171143,1.6892802715301514,5.024240970611572,1,1,0,0,0,1,1,1,1,1,1,0.8983652198952615
2461,82,data/attack/FeatureGuideHumanMimic,window4.csv,blend_mean,0.9,12474,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.053157553076744,0.9999873638153076,0.9989537000656128,3.0629210472106934,1.6906312704086304,5.031723499298096,1,1,0,0,0,1,1,1,1,1,1,0.8983681326324086
7261,242,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.9,17274,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0515422150492668,0.9999871253967284,0.9989608526229858,3.064120292663574,1.6904443502426147,5.025405406951904,1,1,0,0,0,1,1,1,1,1,1,0.8983700970918076
14051,468,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.1,24064,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0553734339773654,0.9999871253967284,0.9989614486694336,3.0615313053131104,1.687751054763794,5.024925231933594,1,1,0,0,0,1,1,1,1,1,1,0.8983804573259251
8281,276,data/attack/FeatureGuideHumanMimic,window4.csv,blend_mean,0.9,18294,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0546486675739288,0.9999871253967284,0.9989480376243592,3.06227970123291,1.6910662651062012,5.027796268463135,1,1,0,0,0,1,1,1,1,1,1,0.8983815050884507
221,7,data/attack/FeatureGuideHumanMimic,window4.csv,blend_mean,0.97,10234,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0501483976840972,0.999987006187439,0.9989792108535768,3.065568685531616,1.6883513927459717,5.022032737731934,1,1,0,0,0,1,1,1,1,1,1,0.8983900181854768
14062,468,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,masked_blend_ref,0.1,24075,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0570975989103317,0.9999871253967284,0.9989457726478576,3.060720682144165,1.689943790435791,5.028326511383057,1,1,0,0,0,1,1,1,1,1,1,0.8983901557928731
9461,315,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.9,19474,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0512245260179042,0.9999871253967284,0.9989759922027588,3.064919948577881,1.6883223056793213,5.026282787322998,1,1,0,0,0,1,1,1,1,1,1,0.8983941478927644
4331,144,data/attack/AdaptiveMimic_v5_constrained_test,window4.csv,blend_mean,0.97,14344,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0485049337148666,0.9999871253967284,0.99897962808609,3.0669517517089844,1.689631104469299,5.024601459503174,1,1,0,0,0,1,1,1,1,1,1,0.8983946637489963
4321,144,data/attack/AdaptiveMimic_v5_constrained_test,window4.csv,blend_mean,0.97,14334,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0486783199012279,0.9999871253967284,0.9989822506904602,3.0672996044158936,1.6894569396972656,5.026494026184082,1,1,0,0,0,1,1,1,1,1,1,0.8984111430191803
231,7,data/attack/FeatureGuideHumanMimic,window4.csv,blend_mean,0.97,10244,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0494208484888076,0.9999871253967284,0.9989829659461976,3.0668087005615234,1.688840627670288,5.023748397827148,1,1,0,0,0,1,1,1,1,1,1,0.8984137407393062
14043,468,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,masked_blend_mean,0.35,24056,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0555959269404411,0.9999871253967284,0.9989566802978516,3.062597751617432,1.6897326707839966,5.027490615844727,1,1,0,0,0,1,1,1,1,1,1,0.8984183147715161
4583,152,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,masked_blend_mean,0.35,14596,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0610256046056747,0.9999866485595704,0.9989155530929564,3.0590178966522217,1.6939102411270142,5.021779537200928,1,1,0,0,0,1,1,1,1,1,1,0.8984188934190056
4573,152,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,masked_blend_mean,0.2,14586,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0619361363351345,0.9999866485595704,0.9989103078842164,3.05844783782959,1.6943027973175049,5.021294593811035,1,1,0,0,0,1,1,1,1,1,1,0.8984206575689184
10433,347,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,masked_blend_mean,0.5,20446,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0555098168551921,0.9999871253967284,0.998968243598938,3.0627899169921875,1.6877070665359497,5.0258469581604,1,1,0,0,0,1,1,1,1,1,1,0.8984270261761862
9611,320,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.97,19624,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0503144711256027,0.9999871253967284,0.998977780342102,3.066796064376831,1.6898421049118042,5.025536060333252,1,1,0,0,0,1,1,1,1,1,1,0.8984330633739334
14041,468,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.1,24054,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0569435507059097,0.9999871253967284,0.9989572763442992,3.062111616134644,1.6891359090805054,5.026059150695801,1,1,0,0,0,1,1,1,1,1,1,0.8984357822016616
10410,347,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_ref,0.1,20423,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0539505146443843,0.9999873638153076,0.9989822506904602,3.0640785694122314,1.686255931854248,5.027431488037109,1,1,0,0,0,1,1,1,1,1,1,0.8984361690320439
3731,124,data/attack/FeatureGuideHumanMimic,window4.csv,blend_mean,0.97,13744,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0481195859611034,0.9999871253967284,0.9989873766899108,3.0687496662139893,1.689913988113403,5.025256156921387,1,1,0,0,0,1,1,1,1,1,1,0.8984462480461872
10421,347,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.1,20434,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0567573122680187,0.999987244606018,0.998971939086914,3.06268310546875,1.6868829727172852,5.02648401260376,1,1,0,0,0,1,1,1,1,1,1,0.8984555510187973
7501,250,data/attack/AdaptiveMimic_v5_constrained_test,window2.csv,blend_mean,0.97,17514,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0586732365190982,0.999987244606018,0.998946726322174,3.061736583709717,1.690773844718933,5.028554916381836,1,1,0,0,0,1,1,1,1,1,1,0.8984617380752008
5091,169,data/attack/FeatureGuideHumanMimic,window2.csv,blend_mean,0.97,15104,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0758119225502014,0.9999866485595704,0.9989243149757384,3.0491397380828857,1.6823872327804563,5.017333030700684,1,1,0,0,0,1,1,1,1,1,1,0.8984651283541025
8651,288,data/attack/FeatureGuideHumanMimic,window4.csv,blend_mean,0.9,18664,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0524285361170768,0.999987244606018,0.998969793319702,3.066504955291748,1.6911087036132812,5.028995513916016,1,1,0,0,0,1,1,1,1,1,1,0.8984721250714116
4458,148,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,median_pull,0.5,14471,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0657286494970321,0.99998676776886,0.9989105463027954,3.0573630332946777,1.6931720972061155,5.0243821144104,1,1,0,0,0,1,1,1,1,1,1,0.8984784078817085
12451,415,data/attack/FeatureGuideHumanMimic,window4.csv,blend_mean,0.9,22464,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0554335266351699,0.9999871253967284,0.9989651441574096,3.0646140575408936,1.6901307106018066,5.026455879211426,1,1,0,0,0,1,1,1,1,1,1,0.8984826564208322
3711,123,data/attack/AdaptiveMimic_v5_constrained_test,window2.csv,blend_mean,0.97,13724,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.053821500390768,0.9999871253967284,0.9989784955978394,3.065826177597046,1.6887311935424805,5.022837162017822,1,1,0,0,0,1,1,1,1,1,1,0.8984876911266257
10423,347,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,masked_blend_mean,0.97,20436,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0549950823187828,0.9999871253967284,0.9989802241325378,3.065342903137207,1.687902808189392,5.025884628295898,1,1,0,0,0,1,1,1,1,1,1,0.8985014571777662
4911,163,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,blend_mean,0.8,14924,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0563769415020942,0.999987244606018,0.9989622831344604,3.064596652984619,1.6906492710113523,5.028458595275879,1,1,0,0,0,1,1,1,1,1,1,0.8985040179384309
201,6,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.9,10214,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0569697208702564,0.9999871253967284,0.9989696741104126,3.0640881061553955,1.6887296438217163,5.024078369140625,1,1,0,0,0,1,1,1,1,1,1,0.8985050164476113
10412,347,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,masked_blend_ref,0.1,20425,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0604475289583206,0.9999873638153076,0.9989579916000366,3.0617334842681885,1.688610315322876,5.029179096221924,1,1,0,0,0,1,1,1,1,1,1,0.8985094834799685
8991,299,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,blend_mean,0.5,19004,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0526625402271747,0.9999871253967284,0.9989678859710692,3.06772518157959,1.6927114725112915,5.026892185211182,1,1,0,0,0,1,1,1,1,1,1,0.8985163113255392
4901,163,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,blend_mean,0.8,14914,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.056695420295,0.999987244606018,0.998961329460144,3.0649399757385254,1.6911861896514893,5.029345512390137,1,1,0,0,0,1,1,1,1,1,1,0.8985224609978028
10413,347,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,masked_blend_mean,0.2,20426,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0566070154309272,0.9999871253967284,0.9989755153656006,3.065098762512207,1.6885930299758911,5.025990962982178,1,1,0,0,0,1,1,1,1,1,1,0.8985310430862726
7433,247,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,masked_blend_mean,0.8,17446,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0630828887224197,0.9999871253967284,0.9989338517189026,3.060802936553955,1.6922659873962402,5.030951023101807,1,1,0,0,0,1,1,1,1,1,1,0.89853407232091
10061,335,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.5,20074,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0577078238129615,0.999987244606018,0.9989781379699708,3.065298080444336,1.6882764101028442,5.027929306030273,1,1,0,0,0,1,1,1,1,1,1,0.8985654161037586
9601,320,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.8,19614,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0586109645664691,0.9999871253967284,0.9989811778068542,3.064688444137573,1.6870570182800293,5.024667739868164,1,1,0,0,0,1,1,1,1,1,1,0.8985689919865415
10068,335,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,median_pull,0.35,20081,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0542702414095401,0.9999871253967284,0.9989727735519408,3.0681068897247314,1.692143797874451,5.026424884796143,1,1,0,0,0,1,1,1,1,1,1,0.8985697828301473
13761,458,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,blend_mean,0.9,23774,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0564642921090126,0.9999871253967284,0.9989771842956544,3.066556453704834,1.6897318363189695,5.025032043457031,1,1,0,0,0,1,1,1,1,1,1,0.898575161273835
10078,335,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,median_pull,0.1,20091,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0578158311545848,0.999987244606018,0.9989746809005736,3.065565824508667,1.6892244815826416,5.02740478515625,1,1,0,0,0,1,1,1,1,1,1,0.8985752890697146
4563,152,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,masked_blend_mean,0.2,14576,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0656492486596107,0.9999864101409912,0.9989147186279296,3.0605263710021973,1.695570707321167,5.018822193145752,1,1,0,0,0,1,1,1,1,1,1,0.8985798457165619
10051,335,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.35,20064,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0579598620533943,0.999987244606018,0.9989789724349976,3.065628290176392,1.688447117805481,5.026102542877197,1,1,0,0,0,1,1,1,1,1,1,0.898582531122293
10181,339,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,blend_mean,0.97,20194,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0749260112643241,0.999987006187439,0.9989080429077148,3.053682804107666,1.689941644668579,5.027742385864258,1,1,0,0,0,1,1,1,1,1,1,0.898583419089291
9721,324,data/attack/AdaptiveMimic_v5_constrained_test,window2.csv,blend_mean,0.9,19734,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0775122717022895,0.99998676776886,0.9989364743232728,3.0513782501220703,1.6823689937591553,5.02091646194458,1,1,0,0,0,1,1,1,1,1,1,0.8985835998896271
14901,496,data/attack/FeatureGuideHumanMimic,window2.csv,blend_mean,0.97,24914,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0582827813923358,0.9999871253967284,0.9989666938781738,3.065608024597168,1.690812349319458,5.024796009063721,1,1,0,0,0,1,1,1,1,1,1,0.898584798518685
2141,71,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.97,12154,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.07662895321846,0.9999868869781494,0.9988980293273926,3.052696943283081,1.6907825469970703,5.026341438293457,1,1,0,0,0,1,1,1,1,1,1,0.8985891749366853
10071,335,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.5,20084,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.058052159845829,0.999987244606018,0.9989818930625916,3.065744400024414,1.6879737377166748,5.024970054626465,1,1,0,0,0,1,1,1,1,1,1,0.8985896897329031
14321,477,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.97,24334,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.074048213660717,0.999987006187439,0.9989148378372192,3.054543972015381,1.6895511150360107,5.025345802307129,1,1,0,0,0,1,1,1,1,1,1,0.8985924462898582
14052,468,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,masked_blend_ref,0.2,24065,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0635838285088539,0.999987244606018,0.9989666938781738,3.061962604522705,1.6871684789657593,5.029916286468506,1,1,0,0,0,1,1,1,1,1,1,0.8985968169928443
10841,361,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.97,20854,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0598104558885097,0.9999871253967284,0.9989691972732544,3.064854145050049,1.689582347869873,5.025080680847168,1,1,0,0,0,1,1,1,1,1,1,0.8985988014950247
