global_index,group,source_file,true_label,reconstruction_error,classifier_attack_probability,prototype_attack_probability,distance_to_normal_prototype,distance_to_attack_prototype,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31
10,normal,window_typing_10000.csv,0,0.5038037300109863,8.729959972697543e-07,0.00012288051948416978,1.2678581476211548,3.068693161010742,0.0,0.28176406025886536,0.28678685426712036,0.0,0.29228803515434265,0.0,0.0,0.0,0.0,0.0,0.0,0.2751648724079132,0.0,0.27630895376205444,0.0,0.0,0.21366634964942932,0.0,0.2991248667240143,0.2912592589855194,0.30969762802124023,0.0,0.21398258209228516,0.0,0.0,0.0,0.2791399359703064,0.28426527976989746,0.0,0.0,0.2836894989013672,0.0
11,normal,window_typing_10000.csv,0,0.49303489923477173,8.312799195664411e-07,0.00011780052591348067,1.2662237882614136,3.0755038261413574,0.0,0.28294050693511963,0.28771862387657166,0.0,0.29366856813430786,0.0,0.0,0.0,0.0,0.0,0.0,0.27735185623168945,0.0,0.27718812227249146,0.0,0.0,0.20465900003910065,0.0,0.2966163456439972,0.29204702377319336,0.30914175510406494,0.0,0.21727678179740906,0.0,0.0,0.0,0.28019142150878906,0.2826726734638214,0.0,0.0,0.2842835485935211,0.0
12,normal,window_typing_10000.csv,0,0.47636470198631287,7.956820127219544e-07,0.0001093645696528256,1.262643814086914,3.0867867469787598,0.0,0.2837989628314972,0.2872150242328644,0.0,0.29893478751182556,0.0,0.0,0.0,0.0,0.0,0.0,0.27977317571640015,0.0,0.2775112986564636,0.0,0.0,0.1919141262769699,0.0,0.29109346866607666,0.29409855604171753,0.3089970648288727,0.0,0.21956008672714233,0.0,0.0,0.0,0.28145161271095276,0.2832847833633423,0.0,0.0,0.28479230403900146,0.0
13,normal,window_typing_10000.csv,0,0.47422799468040466,7.704986160206317e-07,0.00010578657384030521,1.25863516330719,3.0894312858581543,0.0,0.2846137583255768,0.2918127775192261,0.0,0.29960328340530396,0.0,0.0,0.0,0.0,0.0,0.0,0.2812615931034088,0.0,0.2764289081096649,0.0,0.0,0.18498700857162476,0.0,0.2892032563686371,0.29312863945961,0.30885085463523865,0.0,0.2215997278690338,0.0,0.0,0.0,0.2816822826862335,0.28525829315185547,0.0,0.0,0.2820667028427124,0.0
14,normal,window_typing_10000.csv,0,0.4680754244327545,7.478869292754098e-07,0.00010428092355141416,1.2604782581329346,3.094141721725464,0.0,0.2856142222881317,0.28614747524261475,0.0,0.3014717698097229,0.0,0.0,0.0,0.0,0.0,0.0,0.2814887464046478,0.0,0.2803625762462616,0.0,0.0,0.1817421317100525,0.0,0.28915274143218994,0.2942477762699127,0.30682337284088135,0.0,0.22373735904693604,0.0,0.0,0.0,0.2783786654472351,0.28059279918670654,0.0,0.0,0.2901252806186676,0.0
15,normal,window_typing_10000.csv,0,0.46661970019340515,7.482400405933731e-07,0.00010050792479887605,1.2586003541946411,3.099635124206543,0.0,0.28397735953330994,0.2849594056606293,0.0,0.3053815960884094,0.0,0.0,0.0,0.0,0.0,0.0,0.28160974383354187,0.0,0.2800857722759247,0.0,0.0,0.17708942294120789,0.0,0.2877933979034424,0.2938289940357208,0.30781644582748413,0.0,0.22388139367103577,0.0,0.0,0.0,0.27957385778427124,0.28257957100868225,0.0,0.0,0.2893739938735962,0.0
16,normal,window_typing_10000.csv,0,0.47353145480155945,7.486889899155358e-07,9.890380897559226e-05,1.2595468759536743,3.10379958152771,0.0,0.28289052844047546,0.2845201790332794,0.0,0.3062560558319092,0.0,0.0,0.0,0.0,0.0,0.0,0.28234028816223145,0.0,0.2821447253227234,0.0,0.0,0.1723133772611618,0.0,0.2873269319534302,0.29378241300582886,0.3079882264137268,0.0,0.22418008744716644,0.0,0.0,0.0,0.2799949645996094,0.28090542554855347,0.0,0.0,0.29142996668815613,0.0
17,normal,window_typing_10000.csv,0,0.4717692732810974,7.396448609142681e-07,9.579370816936716e-05,1.2573972940444946,3.1080408096313477,0.0,0.2808472514152527,0.2874595820903778,0.0,0.3061220943927765,0.0,0.0,0.0,0.0,0.0,0.0,0.28120988607406616,0.0,0.28266236186027527,0.0,0.0,0.16557876765727997,0.0,0.28867438435554504,0.2929214835166931,0.30929940938949585,0.0,0.22489289939403534,0.0,0.0,0.0,0.28107044100761414,0.28387317061424255,0.0,0.0,0.28883248567581177,0.0
18,normal,window_typing_10000.csv,0,0.4743424355983734,7.3233320563304e-07,9.403633885085583e-05,1.2562755346298218,3.1106226444244385,0.0,0.281636506319046,0.2889055609703064,0.0,0.307640939950943,0.0,0.0,0.0,0.0,0.0,0.0,0.2806469798088074,0.0,0.28318801522254944,0.0,0.0,0.16021649539470673,0.0,0.2886745035648346,0.29332637786865234,0.3091590404510498,0.0,0.2249481976032257,0.0,0.0,0.0,0.2804592549800873,0.28401026129722595,0.0,0.0,0.2882196307182312,0.0
19,normal,window_typing_10000.csv,0,0.47952985763549805,7.262766530402587e-07,9.2636066256091e-05,1.2569714784622192,3.114319324493408,0.0,0.2819412350654602,0.28847143054008484,0.0,0.30897417664527893,0.0,0.0,0.0,0.0,0.0,0.0,0.2799260914325714,0.0,0.28529176115989685,0.0,0.0,0.15388283133506775,0.0,0.29067158699035645,0.2931973338127136,0.3078390657901764,0.0,0.2255772203207016,0.0,0.0,0.0,0.2801780104637146,0.28246626257896423,0.0,0.0,0.2898392975330353,0.0
20,normal,window_typing_10000.csv,0,0.4863520562648773,7.183268735388992e-07,9.102971671381965e-05,1.2559393644332886,3.116786003112793,0.0,0.28277653455734253,0.2901345193386078,0.0,0.3109290599822998,0.0,0.0,0.0,0.0,0.0,0.0,0.2793642282485962,0.0,0.28521236777305603,0.0,0.0,0.14692585170269012,0.0,0.29205799102783203,0.2931351959705353,0.306613028049469,0.0,0.22559754550457,0.0,0.0,0.0,0.2802465260028839,0.28273624181747437,0.0,0.0,0.2891278862953186,0.0
21,normal,window_typing_10000.csv,0,0.49124088883399963,7.258723258019018e-07,9.156460873782635e-05,1.255568027496338,3.1152427196502686,0.0,0.28372418880462646,0.29197371006011963,0.0,0.3106541633605957,0.0,0.0,0.0,0.0,0.0,0.0,0.2807958424091339,0.0,0.2840909957885742,0.0,0.0,0.14515690505504608,0.0,0.2938164174556732,0.2929229736328125,0.30415695905685425,0.0,0.2262944132089615,0.0,0.0,0.0,0.27890002727508545,0.28362324833869934,0.0,0.0,0.2881692945957184,0.0
22,normal,window_typing_10000.csv,0,0.5004364252090454,7.321356179090799e-07,9.275770571548492e-05,1.2576274871826172,3.114712953567505,0.0,0.28225067257881165,0.29017767310142517,0.0,0.3093782067298889,0.0,0.0,0.0,0.0,0.0,0.0,0.2808000445365906,0.0,0.28613436222076416,0.0,0.0,0.14436954259872437,0.0,0.29880669713020325,0.2903441786766052,0.30287182331085205,0.0,0.22698234021663666,0.0,0.0,0.0,0.2775413393974304,0.28205224871635437,0.0,0.0,0.2922881543636322,0.0
23,normal,window_typing_10000.csv,0,0.5054715275764465,7.478227530555159e-07,9.268342546420172e-05,1.2581719160079956,3.115417718887329,0.0,0.28185340762138367,0.2888984978199005,0.0,0.31272080540657043,0.0,0.0,0.0,0.0,0.0,0.0,0.2804376780986786,0.0,0.28751400113105774,0.0,0.0,0.14437556266784668,0.0,0.30170151591300964,0.2902720868587494,0.29736530780792236,0.0,0.22796563804149628,0.0,0.0,0.0,0.2744317650794983,0.28275689482688904,0.0,0.0,0.29361140727996826,0.0
24,normal,window_typing_10000.csv,0,0.5118392109870911,7.406732720482978e-07,9.298086661146954e-05,1.2589768171310425,3.115581750869751,0.0,0.28313499689102173,0.2895171344280243,0.0,0.3165857493877411,0.0,0.0,0.0,0.0,0.0,0.0,0.2804533541202545,0.0,0.287644624710083,0.0,0.0,0.1405460685491562,0.0,0.30282995104789734,0.29017141461372375,0.2937949001789093,0.0,0.22589503228664398,0.0,0.0,0.0,0.27444902062416077,0.2815309762954712,0.0,0.0,0.29463499784469604,0.0
25,normal,window_typing_10000.csv,0,0.5221105813980103,7.380164106507436e-07,9.304561535827816e-05,1.258325457572937,3.11479115486145,0.0,0.2826414406299591,0.2906101942062378,0.0,0.3172754645347595,0.0,0.0,0.0,0.0,0.0,0.0,0.2801192104816437,0.0,0.2870491147041321,0.0,0.0,0.13745607435703278,0.0,0.3062479794025421,0.2884218096733093,0.2924204468727112,0.0,0.22544074058532715,0.0,0.0,0.0,0.273571252822876,0.28266629576683044,0.0,0.0,0.29527613520622253,0.0
26,normal,window_typing_10000.csv,0,0.5227269530296326,7.549015208496712e-07,9.416716784471646e-05,1.257907509803772,3.111976385116577,0.0,0.2822786569595337,0.2942628562450409,0.0,0.3178485631942749,0.0,0.0,0.0,0.0,0.0,0.0,0.2812288999557495,0.0,0.2846115231513977,0.0,0.0,0.1379084587097168,0.0,0.3081985116004944,0.2879738211631775,0.29166439175605774,0.0,0.22367458045482635,0.0,0.0,0.0,0.2734244763851166,0.2863890826702118,0.0,0.0,0.2894735336303711,0.0
27,normal,window_typing_10000.csv,0,0.5292037725448608,7.697986461607798e-07,9.777711238712072e-05,1.2632274627685547,3.109771966934204,0.0,0.2824034094810486,0.29035627841949463,0.0,0.31623342633247375,0.0,0.0,0.0,0.0,0.0,0.0,0.2814527451992035,0.0,0.2877660393714905,0.0,0.0,0.14099204540252686,0.0,0.3129560649394989,0.28756827116012573,0.2882291078567505,0.0,0.22414086759090424,0.0,0.0,0.0,0.2715344727039337,0.28167739510536194,0.0,0.0,0.29497286677360535,0.0
28,normal,window_typing_10000.csv,0,0.5266519784927368,7.824411341061932e-07,9.855575626716018e-05,1.2602943181991577,3.105252265930176,0.0,0.28283610939979553,0.2947823703289032,0.0,0.3168334662914276,0.0,0.0,0.0,0.0,0.0,0.0,0.2803621292114258,0.0,0.2836858332157135,0.0,0.0,0.14257635176181793,0.0,0.314523309469223,0.286288321018219,0.2881110906600952,0.0,0.22171375155448914,0.0,0.0,0.0,0.27328214049339294,0.28690946102142334,0.0,0.0,0.2885549068450928,0.0
29,normal,window_typing_10000.csv,0,0.5288619995117188,7.826702699276211e-07,0.0001022003052639775,1.2615563869476318,3.0992512702941895,0.0,0.2853294909000397,0.2946438491344452,0.0,0.31430914998054504,0.0,0.0,0.0,0.0,0.0,0.0,0.2791948616504669,0.0,0.28412574529647827,0.0,0.0,0.14735999703407288,0.0,0.31712180376052856,0.2857181131839752,0.28664863109588623,0.0,0.22133216261863708,0.0,0.0,0.0,0.27129021286964417,0.28460949659347534,0.0,0.0,0.29091620445251465,0.0
30,normal,window_typing_10000.csv,0,0.521730363368988,8.286788215627894e-07,0.00010614831262500957,1.2642282247543335,3.09434175491333,0.0,0.2855693995952606,0.2941834330558777,0.0,0.312869131565094,0.0,0.0,0.0,0.0,0.0,0.0,0.2786308825016022,0.0,0.2839100956916809,0.0,0.0,0.15469595789909363,0.0,0.32100847363471985,0.28527140617370605,0.2863145172595978,0.0,0.219864159822464,0.0,0.0,0.0,0.27091988921165466,0.2863381803035736,0.0,0.0,0.28586459159851074,0.0
31,normal,window_typing_10000.csv,0,0.6550716757774353,8.613142199465074e-07,0.00011391928273951635,1.2715176343917847,3.087498903274536,0.0,0.27645015716552734,0.28513357043266296,0.0,0.3053779900074005,0.0,0.0,0.0,0.0,0.0,0.0,0.28616464138031006,0.0,0.28371959924697876,0.0,0.0,0.17190398275852203,0.0,0.32907015085220337,0.2795936167240143,0.2851385772228241,0.0,0.22547762095928192,0.0,0.0,0.0,0.26702624559402466,0.28645631670951843,0.0,0.0,0.29174691438674927,0.0
32,normal,window_typing_10000.csv,0,0.6775009632110596,7.908735710770998e-07,0.00011034643102902919,1.2653696537017822,3.0877246856689453,0.0,0.28350794315338135,0.29128289222717285,0.0,0.31264081597328186,0.0,0.0,0.0,0.0,0.0,0.0,0.2721719741821289,0.0,0.28542736172676086,0.0,0.0,0.16315342485904694,0.0,0.3250683546066284,0.2848736345767975,0.28284725546836853,0.0,0.21605020761489868,0.0,0.0,0.0,0.26860150694847107,0.2845584452152252,0.0,0.0,0.29706040024757385,0.0
33,normal,window_typing_10000.csv,0,0.6873282790184021,8.989871957965079e-07,0.00011866886052303016,1.278734564781189,3.086545467376709,0.0,0.2808460593223572,0.28598231077194214,0.0,0.30432644486427307,0.0,0.0,0.0,0.0,0.0,0.0,0.2782575190067291,0.0,0.29193809628486633,0.0,0.0,0.1696929782629013,0.0,0.33387279510498047,0.2840837240219116,0.28726333379745483,0.0,0.21602144837379456,0.0,0.0,0.0,0.2649073004722595,0.28270861506462097,0.0,0.0,0.2895064353942871,0.0
34,normal,window_typing_10000.csv,0,0.6880342364311218,8.614226203462749e-07,0.00011740275658667088,1.2695913314819336,3.079547882080078,0.0,0.2848520278930664,0.29460519552230835,0.0,0.30832600593566895,0.0,0.0,0.0,0.0,0.0,0.0,0.27315041422843933,0.0,0.2838606834411621,0.0,0.0,0.17045007646083832,0.0,0.330613374710083,0.28464362025260925,0.28343531489372253,0.0,0.2132585197687149,0.0,0.0,0.0,0.2690710127353668,0.28767040371894836,0.0,0.0,0.2854217290878296,0.0
35,normal,window_typing_10000.csv,0,0.715134859085083,8.890934850569465e-07,0.00013081108045298606,1.2735261917114258,3.0618512630462646,0.0,0.28478488326072693,0.2980485260486603,0.0,0.2991880774497986,0.0,0.0,0.0,0.0,0.0,0.0016514414455741644,0.277980238199234,0.0,0.28043273091316223,0.0,0.0,0.1888442188501358,0.0,0.32716667652130127,0.28090783953666687,0.2906384766101837,0.0,0.2084883451461792,0.0,0.0,0.0,0.2691497206687927,0.282938688993454,0.0,0.0,0.2873838245868683,0.0
36,normal,window_typing_10000.csv,0,0.5819175839424133,8.782383815741923e-07,0.0001271506625926122,1.2746634483337402,3.0686657428741455,0.0,0.2858370542526245,0.2949884235858917,0.0,0.30084922909736633,0.0,0.0,0.0,0.0,0.0,0.0,0.27461156249046326,0.0,0.2832401692867279,0.0,0.0,0.18716003000736237,0.0,0.3258132338523865,0.2850988805294037,0.29012221097946167,0.0,0.2080976366996765,0.0,0.0,0.0,0.27263495326042175,0.2840178608894348,0.0,0.0,0.2831893265247345,0.0
37,normal,window_typing_10000.csv,0,1.6663280725479126,9.969013490263023e-07,0.00016923008661251515,1.3000459671020508,3.036862373352051,0.0,0.26184332370758057,0.3053257465362549,0.0,0.25980648398399353,0.0,0.0,0.0,0.0,0.0,0.0,0.27258989214897156,0.0,0.29425108432769775,0.0,0.0,0.2338501363992691,0.0,0.3217577338218689,0.28603509068489075,0.29786553978919983,0.0,0.19411681592464447,0.0,0.0,0.0,0.2805074155330658,0.2718754708766937,0.0,0.0,0.3013138473033905,0.0
38,normal,window_typing_10000.csv,0,1.8529564142227173,1.035498826240655e-06,0.00015766550495754927,1.2817527055740356,3.0327279567718506,0.0,0.24772705137729645,0.29775625467300415,0.0,0.25077012181282043,0.0,0.0,0.0,0.0,0.0,0.0,0.25034627318382263,0.0,0.28112849593162537,0.0,0.0,0.28484907746315,0.0,0.279704749584198,0.2705986797809601,0.3338073790073395,0.0,0.20033490657806396,0.0,0.0,0.0,0.3295213580131531,0.2842150330543518,0.0,0.0,0.2680654227733612,0.0
39,normal,window_typing_10000.csv,0,1.9553592205047607,1.0335778597436729e-06,0.00017410948930773884,1.2847200632095337,3.01585054397583,0.0,0.2507058382034302,0.2885013222694397,0.0,0.2428373098373413,0.0,0.0,0.0,0.0,0.0,0.0,0.24872376024723053,0.0,0.2669745981693268,0.0,0.0,0.3147331476211548,0.0,0.26265019178390503,0.2670866847038269,0.3450719118118286,0.0,0.20766066014766693,0.0,0.0,0.0,0.3478781282901764,0.2770053744316101,0.0,0.0,0.2499571442604065,0.0
40,normal,window_typing_10000.csv,0,2.0181283950805664,1.0302338750989293e-06,0.00018009684572461993,1.288345456123352,3.0127124786376953,0.0,0.2508833408355713,0.2812758684158325,0.0,0.24027878046035767,0.0,0.0,0.0,0.0,0.0,0.0,0.24653325974941254,0.0,0.25975602865219116,0.0,0.0,0.327210396528244,0.0,0.24964486062526703,0.27116453647613525,0.35266798734664917,0.0,0.21109658479690552,0.0,0.0,0.0,0.3582592010498047,0.2709541320800781,0.0,0.0,0.24152441322803497,0.0
41,normal,window_typing_10000.csv,0,2.057225465774536,1.017435351968743e-06,0.00018178866594098508,1.2895363569259644,3.012032985687256,0.0,0.2539977729320526,0.27877435088157654,0.0,0.23869365453720093,0.0,0.0,0.0,0.0,0.0,0.0,0.2450476735830307,0.0,0.2554590404033661,0.0,0.0,0.33025261759757996,0.0,0.24093732237815857,0.2762949764728546,0.3574121296405792,0.0,0.21270421147346497,0.0,0.0,0.0,0.3632868230342865,0.26643654704093933,0.0,0.0,0.23680967092514038,0.0
42,normal,window_typing_10000.csv,0,2.070013999938965,9.60896500146191e-07,0.00016582297394052148,1.2859055995941162,3.0267903804779053,0.0,0.2541864812374115,0.2737891674041748,0.0,0.2415868043899536,0.0,0.0,0.0,0.0,0.0,0.0,0.24377596378326416,0.0,0.2591036558151245,0.0,0.0,0.3258284330368042,0.0,0.22698841989040375,0.28261587023735046,0.36001890897750854,0.0,0.21857678890228271,0.0,0.0,0.0,0.36513856053352356,0.2643935978412628,0.0,0.0,0.2394239902496338,0.0
43,normal,window_typing_10000.csv,0,2.055673599243164,9.220306651513965e-07,0.00015502034511882812,1.284003496170044,3.038363218307495,0.0,0.25794753432273865,0.2648232877254486,0.0,0.24602031707763672,0.0,0.0,0.0,0.0,0.0,0.0,0.2445688396692276,0.0,0.2618914842605591,0.0,0.0,0.32367846369743347,0.0,0.21270574629306793,0.2884454131126404,0.3608916401863098,0.0,0.22261929512023926,0.0,0.0,0.0,0.36628851294517517,0.2613438665866852,0.0,0.0,0.2427392303943634,0.0
44,normal,window_typing_10000.csv,0,2.069826364517212,8.622659493084939e-07,0.00013901485363021493,1.2776778936386108,3.0538361072540283,0.0,0.25923827290534973,0.2606085240840912,0.0,0.253462553024292,0.0,0.0,0.0,0.0,0.0,0.0,0.24498163163661957,0.0,0.26544567942619324,0.0,0.0,0.3141939342021942,0.0,0.2046050876379013,0.2908296585083008,0.361221045255661,0.0,0.22775056958198547,0.0,0.0,0.0,0.36501187086105347,0.2619999945163727,0.0,0.0,0.24650856852531433,0.0
45,normal,window_typing_10000.csv,0,2.0811421871185303,7.824583008186892e-07,0.00011951113265240565,1.2681787014007568,3.0745749473571777,0.0,0.2602134644985199,0.2670893371105194,0.0,0.2614731192588806,0.0,0.0,0.0,0.0,0.0,0.0,0.24937210977077484,0.0,0.2657603621482849,0.0,0.0,0.28940722346305847,0.0,0.19474045932292938,0.2942138910293579,0.36380162835121155,0.0,0.2316943109035492,0.0,0.0,0.0,0.3683251142501831,0.26410824060440063,0.0,0.0,0.24510499835014343,0.0
46,normal,window_typing_10000.csv,0,2.1032965183258057,6.931780944796628e-07,0.00010164301056647673,1.2597888708114624,3.0985772609710693,0.0,0.26161742210388184,0.26938387751579285,0.0,0.2688870131969452,0.0,0.0,0.0,0.0,0.0,0.0,0.25183749198913574,0.0,0.27260899543762207,0.0,0.0,0.26353198289871216,0.0,0.19008177518844604,0.2962557077407837,0.3645397424697876,0.0,0.2391652762889862,0.0,0.0,0.0,0.3653649687767029,0.2641049325466156,0.0,0.0,0.24954120814800262,0.0
47,normal,window_typing_10000.csv,0,2.116624593734741,6.41191888917092e-07,9.01023595361039e-05,1.2539794445037842,3.1168742179870605,0.0,0.26374608278274536,0.26902422308921814,0.0,0.27494555711746216,0.0,0.0,0.0,0.0,0.0,0.0,0.2561757266521454,0.0,0.27527743577957153,0.0,0.0,0.24294377863407135,0.0,0.1798156350851059,0.2988904118537903,0.3646867573261261,0.0,0.24480611085891724,0.0,0.0,0.0,0.366605669260025,0.26214826107025146,0.0,0.0,0.2536267638206482,0.0
48,normal,window_typing_10000.csv,0,2.133946657180786,6.037122375346371e-07,8.146306936396286e-05,1.2470078468322754,3.130063533782959,0.0,0.2663279175758362,0.26876866817474365,0.0,0.27984264492988586,0.0,0.0,0.0,0.0,0.0,0.0,0.25801393389701843,0.0,0.27840662002563477,0.0,0.0,0.22796480357646942,0.0,0.175218865275383,0.299224853515625,0.363493949174881,0.0,0.2511441707611084,0.0,0.0,0.0,0.36322781443595886,0.2629891335964203,0.0,0.0,0.2567790746688843,0.0
49,normal,window_typing_10000.csv,0,2.151115894317627,5.692935474144178e-07,7.398135494440794e-05,1.2406365871429443,3.142961263656616,0.0,0.2677474319934845,0.2732139825820923,0.0,0.2834630310535431,0.0,0.0,0.0,0.0,0.0,0.0,0.2614387571811676,0.0,0.2791298031806946,0.0,0.0,0.20850065350532532,0.0,0.17220726609230042,0.3004482090473175,0.3616299629211426,0.0,0.25755763053894043,0.0,0.0,0.0,0.3615906238555908,0.2641755938529968,0.0,0.0,0.25691407918930054,0.0
50,normal,window_typing_10000.csv,0,2.174741506576538,5.372033342609939e-07,6.943749758647755e-05,1.234449863433838,3.1494526863098145,0.0,0.2718077301979065,0.2718178927898407,0.0,0.28565913438796997,0.0,0.0,0.0,0.0,0.0,0.0,0.26095613837242126,0.0,0.2826400399208069,0.0,0.0,0.1991908848285675,0.0,0.17294050753116608,0.2994315028190613,0.3600626289844513,0.0,0.26345983147621155,0.0,0.0,0.0,0.3540065586566925,0.26401641964912415,0.0,0.0,0.26329585909843445,0.0
51,normal,window_typing_10000.csv,0,2.1834774017333984,5.23156984399975e-07,6.494214903796092e-05,1.231135606765747,3.1595253944396973,0.0,0.2716822028160095,0.2696816325187683,0.0,0.28917595744132996,0.0,0.0,0.0,0.0,0.0,0.0,0.26305273175239563,0.0,0.2838984429836273,0.0,0.0,0.18929967284202576,0.0,0.1694088876247406,0.30106320977211,0.35717469453811646,0.0,0.2693321108818054,0.0,0.0,0.0,0.351958304643631,0.2642885744571686,0.0,0.0,0.26652079820632935,0.0
